account_tenure_days,customer_age,kyc_verified,is_vip_tier,num_deposit_methods_used,num_withdrawal_methods_used,deposit_count_30d,withdrawal_count_30d,total_deposit_amount_30d,total_withdrawal_amount_30d,avg_bet_size,num_devices_used_30d,num_distinct_ip_countries_30d,pct_deposits_near_reporting_threshold,median_hours_deposit_to_withdrawal,cross_border_payment_flag,night_time_transaction_pct,is_suspicious_activity
6,32,1,0,4,4,9,5,96.15,70.62,10.43,1,1,0.021,38.1,0,0.284,0
462,41,1,0,2,1,8,2,363.29,79.04,36.51,2,2,0.181,33.8,0,0.16,0
52,31,1,0,2,1,8,6,167.87,68.38,90.54,1,1,0.161,82.7,0,0.267,0
68,23,1,0,1,1,13,3,288.25,76.44,12.6,3,2,0.327,49.4,0,0.032,0
292,52,1,0,1,2,12,7,632.48,98.78,7.91,1,1,0.077,44.7,1,0.157,0
295,34,1,0,4,2,8,3,182.17,17.01,12.22,5,1,0.206,9.3,0,0.033,0
1264,46,1,0,5,1,3,6,268.12,126.81,12.67,2,1,0.11,15.2,0,0.065,0
25,35,1,0,1,2,8,3,245.54,72.95,46.96,1,1,0.223,14.5,0,0.257,0
202,53,1,0,1,3,9,4,241.64,193.78,8.34,2,1,0.117,85.2,0,0.019,0
1109,26,1,0,2,1,8,6,263.54,81.89,12.6,2,1,0.132,92.1,0,0.086,0
43,52,1,0,1,3,7,10,57.27,25.36,18.03,1,1,0.173,132.0,0,0.24,0
662,49,0,0,3,1,8,3,748.54,310.39,9.48,2,3,0.067,9.9,0,0.294,0
55,18,1,0,5,3,6,5,616.2,138.01,56.97,1,1,0.14,25.7,0,0.106,0
248,32,1,0,2,2,6,4,232.88,114.79,40.69,3,2,0.033,22.5,0,0.261,0
431,50,1,0,2,2,14,2,916.33,361.6,41.97,2,1,0.266,62.4,0,0.345,0
107,58,1,1,2,1,10,3,508.58,74.02,8.23,3,2,0.05,63.7,0,0.217,0
94,47,1,0,1,2,9,7,414.32,122.5,12.06,2,2,0.126,62.0,0,0.241,0
295,33,0,0,2,1,10,3,175.94,22.98,19.5,2,2,0.042,38.5,0,0.464,0
136,26,1,0,3,3,4,11,190.0,49.6,22.66,2,1,0.15,16.2,0,0.548,0
688,45,1,1,1,4,3,7,132.39,8.65,11.15,2,2,0.193,52.3,0,0.414,0
448,33,1,0,3,2,6,5,231.07,15.36,25.73,3,1,0.072,29.5,0,0.376,0
7,33,1,0,1,3,6,2,97.56,60.57,24.4,3,1,0.097,30.6,0,0.323,0
113,35,1,0,2,1,7,3,89.62,45.35,13.43,4,1,0.188,97.1,0,0.094,0
174,49,1,0,4,5,6,3,2334.57,1686.42,13.38,4,1,0.267,28.2,1,0.126,0
91,60,0,0,3,1,10,3,506.98,162.56,23.08,2,1,0.038,72.7,0,0.165,0
717,50,1,0,1,1,7,3,674.61,355.4,7.21,2,1,0.337,46.8,0,0.361,0
1169,38,1,0,2,3,7,11,1557.46,824.74,25.07,6,1,0.022,25.8,0,0.246,0
49,27,1,0,2,1,11,4,93.53,27.67,24.7,2,1,0.122,55.8,0,0.231,0
161,46,1,0,3,5,6,4,109.39,24.35,15.6,3,1,0.018,44.3,0,0.113,0
40,58,1,0,2,1,10,6,102.52,43.67,46.07,2,1,0.293,67.0,0,0.027,0
75,50,1,0,4,1,8,3,230.9,74.91,17.26,1,1,0.184,28.8,0,0.256,0
801,40,0,0,5,3,12,4,468.08,270.06,17.38,1,1,0.328,33.9,1,0.396,0
115,32,1,0,1,1,7,1,168.64,80.17,30.13,3,1,0.112,39.5,1,0.357,0
460,42,1,0,2,2,9,3,258.05,75.72,43.49,1,1,0.135,38.5,0,0.221,0
193,52,1,0,2,2,9,5,543.02,267.74,11.54,1,1,0.025,52.1,0,0.363,0
912,41,1,1,2,1,10,1,49.2,27.08,34.04,3,1,0.21,37.5,0,0.174,0
49,37,1,0,1,2,7,4,168.25,67.72,20.78,5,2,0.197,56.3,0,0.552,0
137,30,1,0,3,2,10,8,49.3,26.29,7.62,1,1,0.311,36.7,0,0.106,0
253,69,1,0,1,3,9,4,107.24,45.05,71.07,3,1,0.088,31.8,0,0.09,0
141,27,1,0,1,1,10,7,876.92,158.28,17.32,2,2,0.058,30.2,0,0.283,0
385,26,1,0,2,2,10,6,86.54,36.34,35.41,2,1,0.293,39.8,0,0.306,0
106,40,0,0,2,2,6,7,28.51,4.33,31.09,2,1,0.395,44.6,0,0.24,0
578,36,1,0,2,3,12,2,279.11,79.98,32.66,2,1,0.019,55.5,0,0.057,0
111,50,1,0,2,2,6,5,372.52,55.01,24.68,2,1,0.162,16.8,0,0.188,0
1230,51,0,0,1,2,5,5,79.84,28.14,25.15,1,2,0.028,11.6,0,0.278,0
539,23,1,0,3,6,3,5,574.9,27.55,41.05,2,1,0.068,8.4,0,0.097,0
426,29,1,0,2,1,7,6,213.61,129.63,23.28,3,2,0.129,29.5,0,0.455,0
141,27,1,0,3,2,8,4,385.48,262.08,27.11,1,1,0.302,80.9,0,0.296,0
19,47,0,0,5,2,6,6,76.33,27.99,61.77,2,1,0.086,10.8,0,0.052,0
204,43,1,0,3,4,15,6,86.36,40.59,25.73,3,1,0.267,45.1,0,0.333,0
121,34,1,0,3,1,8,4,669.73,68.52,12.7,3,1,0.207,12.1,0,0.178,0
13,41,1,0,1,2,5,2,137.14,92.67,38.48,4,3,0.192,45.2,0,0.263,0
391,24,1,0,2,1,3,7,129.31,100.94,14.14,4,2,0.033,17.5,0,0.621,0
646,29,1,0,3,3,10,9,298.4,61.4,15.39,3,1,0.22,6.6,0,0.344,0
158,22,1,0,2,2,13,1,1069.85,706.44,11.97,3,1,0.093,71.8,0,0.231,0
19,40,1,0,3,1,9,3,434.79,163.09,36.3,2,2,0.333,60.3,0,0.19,0
10,40,1,0,2,1,12,3,608.9,425.55,16.07,5,1,0.044,20.8,0,0.17,1
1643,26,1,0,1,2,8,3,880.99,623.72,10.82,5,2,0.052,78.6,0,0.168,0
1015,43,1,1,3,1,9,4,42.08,12.11,30.12,1,1,0.155,28.9,0,0.085,0
65,51,1,0,1,4,6,4,312.58,26.69,5.82,1,2,0.136,69.5,0,0.817,0
491,26,1,0,2,3,7,3,438.84,111.05,23.03,4,1,0.213,43.8,0,0.412,0
122,34,0,0,4,1,6,3,410.71,148.26,6.03,3,1,0.321,50.9,0,0.446,0
6,44,1,0,4,1,5,3,1576.74,457.4,154.79,2,1,0.223,64.7,0,0.218,0
277,38,1,0,3,4,8,9,143.22,87.88,7.05,1,1,0.363,23.2,0,0.188,0
133,22,1,0,1,2,9,2,600.93,111.02,21.84,2,1,0.236,4.7,0,0.101,0
92,33,1,0,2,4,11,3,179.48,77.18,114.72,1,2,0.26,11.8,0,0.662,1
174,32,1,0,1,2,10,3,118.97,26.65,16.94,3,1,0.223,52.7,1,0.498,0
85,36,0,0,3,1,2,6,124.25,42.71,12.95,2,1,0.241,91.2,0,0.369,0
88,36,1,0,2,3,11,3,93.53,75.38,20.47,3,2,0.002,61.3,1,0.19,0
93,57,1,0,2,2,7,5,83.41,29.8,15.75,1,1,0.173,36.4,0,0.241,0
42,35,1,0,2,2,11,4,41.94,5.76,204.1,3,1,0.265,72.9,0,0.342,0
13,18,1,0,4,5,6,2,163.96,137.77,23.68,3,1,0.199,20.2,1,0.013,0
214,39,1,0,1,1,8,4,110.81,32.52,19.21,1,1,0.083,48.4,0,0.403,0
421,59,1,0,2,1,6,4,85.27,9.16,141.34,2,1,0.259,13.0,0,0.098,0
11,36,1,0,3,2,11,2,234.79,34.81,19.3,2,1,0.442,31.5,0,0.191,0
429,33,1,0,2,1,11,4,837.72,335.97,15.29,5,2,0.016,39.9,0,0.214,0
247,34,1,0,1,1,10,7,175.28,108.55,8.09,3,1,0.124,36.6,1,0.255,0
1,45,1,0,1,4,6,4,310.26,186.95,11.11,2,2,0.273,41.9,0,0.267,0
47,34,0,1,3,1,12,5,43.66,27.43,25.21,4,1,0.217,26.8,0,0.063,0
67,20,1,0,1,2,10,5,345.52,116.87,10.03,2,1,0.093,17.9,0,0.442,0
85,30,0,0,3,3,7,5,249.96,51.8,4.43,2,1,0.09,48.2,0,0.076,0
302,37,1,0,2,4,7,2,97.38,21.14,123.44,1,1,0.105,52.6,0,0.298,0
80,44,1,0,3,2,9,4,164.43,102.28,29.97,2,1,0.116,77.9,0,0.069,0
168,31,1,0,2,1,8,3,94.77,13.99,154.45,1,2,0.066,72.9,1,0.127,0
1022,34,1,0,1,2,6,7,123.23,75.41,11.69,3,1,0.195,34.4,0,0.36,0
1789,39,1,0,6,3,14,2,33.83,9.98,21.28,2,1,0.171,40.4,0,0.3,0
288,29,1,0,1,2,9,2,726.46,26.85,4.49,5,1,0.004,50.1,0,0.419,0
90,37,1,0,2,4,7,2,236.52,26.05,47.49,3,1,0.258,32.4,0,0.205,0
97,44,1,0,4,4,9,5,489.19,347.99,7.48,2,3,0.506,60.5,0,0.153,1
198,24,1,0,1,1,5,5,236.27,56.27,23.12,3,1,0.091,23.7,0,0.182,0
190,42,1,0,1,2,7,4,60.49,31.58,82.05,2,1,0.01,69.3,0,0.659,0
107,25,1,0,4,5,9,7,1225.45,360.9,13.0,4,1,0.206,106.7,0,0.175,0
880,25,1,0,2,3,4,4,179.96,98.85,24.45,2,2,0.11,37.7,0,0.098,0
236,30,1,0,1,1,10,7,519.68,125.1,68.2,3,1,0.016,45.5,0,0.543,0
245,54,1,0,3,3,9,3,528.17,248.37,12.69,2,1,0.077,33.4,0,0.148,0
1508,18,1,0,1,2,11,3,409.57,210.21,15.68,1,1,0.19,73.1,0,0.137,0
387,32,0,0,2,1,8,4,1256.27,612.78,17.97,4,1,0.026,46.9,1,0.258,0
721,38,1,0,1,4,7,8,96.51,58.63,61.32,3,1,0.073,46.9,0,0.349,0
236,52,1,0,2,1,14,3,698.2,550.01,73.48,3,1,0.19,60.8,0,0.264,0
894,61,1,0,4,3,14,6,158.75,99.99,27.49,2,1,0.021,51.0,0,0.036,0
106,33,1,0,2,4,8,4,973.18,389.85,30.81,3,1,0.232,72.1,0,0.356,0
4,44,1,0,2,1,13,4,276.32,142.49,36.33,2,2,0.21,63.2,0,0.475,0
667,37,1,0,3,4,11,5,468.33,192.93,18.28,2,1,0.021,17.3,0,0.155,0
118,37,0,0,5,5,8,3,21.8,12.38,15.52,5,1,0.307,48.8,0,0.285,0
366,41,0,0,2,1,9,3,139.84,32.46,28.4,1,1,0.026,26.9,0,0.325,0
279,19,1,0,4,2,8,5,3624.97,1441.4,11.28,5,2,0.099,97.6,0,0.56,0
57,37,1,0,2,3,9,5,83.28,22.68,39.76,2,2,0.148,23.3,0,0.137,0
107,43,1,0,1,2,8,2,1889.64,750.98,15.7,2,1,0.107,78.2,0,0.309,0
1327,28,0,0,1,2,10,1,51.38,9.67,8.83,4,1,0.298,56.5,0,0.338,0
1238,43,1,0,3,1,7,4,268.06,199.41,9.88,1,1,0.264,45.7,0,0.221,0
275,18,1,0,2,2,6,0,155.74,104.54,18.25,2,1,0.144,40.6,1,0.159,0
136,39,1,0,2,2,9,6,94.42,26.71,14.67,2,1,0.14,105.5,0,0.4,0
431,54,0,1,2,1,6,3,190.33,96.6,17.84,4,1,0.007,32.3,0,0.073,0
750,35,1,1,3,2,8,3,283.39,124.25,5.73,4,1,0.093,54.0,0,0.104,0
1183,26,1,0,3,4,2,1,288.47,146.69,17.25,3,1,0.202,58.6,0,0.146,0
96,21,1,0,4,3,7,6,431.08,118.06,81.15,2,1,0.296,26.9,0,0.342,0
114,43,1,0,2,2,9,1,753.43,94.01,27.05,1,1,0.144,33.5,0,0.113,0
33,49,1,0,4,3,5,6,1373.7,140.26,10.99,5,1,0.412,28.0,1,0.154,1
9,37,0,0,4,3,13,3,734.56,475.38,28.36,2,1,0.043,29.2,0,0.056,0
137,32,1,0,1,3,6,8,455.46,160.15,21.87,1,3,0.292,66.4,0,0.291,0
33,18,1,0,2,1,11,2,248.2,139.83,20.8,3,1,0.156,51.1,1,0.122,0
461,39,1,0,3,1,14,2,35.84,10.49,173.88,3,1,0.14,12.1,0,0.348,0
168,30,1,0,2,2,11,7,54.91,32.74,14.28,3,2,0.037,17.5,0,0.057,0
96,30,1,0,2,3,6,5,361.65,168.55,53.5,3,1,0.092,24.7,0,0.4,0
339,57,1,0,3,2,5,6,463.78,172.45,3.95,2,2,0.07,32.7,0,0.556,0
342,18,1,0,2,2,7,4,106.18,95.12,34.78,2,1,0.083,27.5,0,0.053,0
124,18,1,0,1,2,7,4,461.23,140.24,25.97,1,1,0.012,21.1,0,0.143,0
403,41,1,0,4,2,4,2,655.72,372.54,11.26,1,1,0.188,41.1,0,0.113,0
1150,33,0,0,1,4,6,4,844.06,193.86,48.18,3,2,0.145,50.9,0,0.099,0
854,32,1,0,1,3,6,2,201.15,100.83,74.9,1,1,0.067,26.7,0,0.311,0
30,41,1,0,3,2,8,4,49.29,20.23,13.06,2,2,0.092,18.2,0,0.196,0
178,41,1,0,4,3,10,7,1118.81,401.55,15.48,1,1,0.047,31.4,0,0.196,0
541,26,1,0,2,2,8,7,580.04,290.81,40.75,2,2,0.146,16.9,0,0.369,0
731,31,1,0,2,2,16,5,260.31,184.36,12.34,4,1,0.116,34.1,0,0.116,0
121,39,1,0,2,4,4,5,315.82,121.69,3.75,2,2,0.084,38.3,0,0.446,0
699,40,1,0,1,3,4,3,241.06,48.96,83.82,1,1,0.125,70.4,0,0.068,0
328,44,1,0,2,2,7,5,64.83,15.09,6.53,1,2,0.308,72.1,0,0.242,0
867,31,1,0,3,3,4,2,315.83,57.91,9.21,2,1,0.009,65.0,0,0.017,0
334,42,0,0,2,2,6,2,675.24,287.4,7.73,3,1,0.08,25.6,0,0.127,0
882,49,1,0,3,3,5,4,375.4,44.08,78.8,1,1,0.393,77.2,0,0.319,0
65,39,1,0,3,3,7,4,2510.52,1219.29,13.76,4,3,0.073,27.1,0,0.23,0
1465,37,1,0,2,2,8,5,905.66,345.28,20.33,1,1,0.088,16.2,0,0.05,0
25,35,1,0,2,1,17,3,2493.45,274.68,34.94,3,1,0.262,24.6,0,0.293,0
631,31,0,0,3,5,7,4,260.74,115.43,15.87,2,1,0.362,77.3,0,0.174,1
45,27,1,0,1,2,7,4,62.35,31.0,27.28,2,2,0.073,61.0,0,0.31,0
955,34,1,0,3,3,12,1,117.07,25.68,25.31,4,1,0.265,38.1,0,0.223,0
45,43,1,0,2,5,9,5,236.54,64.8,11.8,5,1,0.197,25.4,0,0.22,0
381,27,1,0,4,3,7,6,187.86,96.93,31.48,1,1,0.062,35.6,0,0.217,0
270,37,1,0,3,4,7,1,214.99,147.8,10.99,1,1,0.095,22.7,0,0.079,0
102,36,1,0,2,2,9,3,116.08,36.88,25.81,3,1,0.138,34.0,0,0.121,0
834,59,1,0,3,2,10,2,348.71,147.97,86.18,4,1,0.077,85.9,0,0.598,0
260,47,1,0,3,4,5,7,65.66,36.02,11.99,5,1,0.034,22.0,0,0.139,0
376,46,0,0,1,4,5,2,93.89,30.74,17.45,1,1,0.201,80.5,0,0.364,0
133,49,1,0,2,4,9,2,145.69,37.52,9.16,2,1,0.119,32.9,0,0.156,0
1112,31,1,0,2,4,10,3,100.73,30.96,17.72,3,1,0.145,84.5,0,0.326,0
418,55,1,0,2,2,9,3,297.66,55.11,48.24,1,1,0.126,26.6,0,0.08,0
223,40,1,0,1,2,7,2,175.63,100.17,7.58,3,2,0.141,99.7,0,0.231,0
418,37,1,0,3,1,9,2,333.31,169.85,15.98,3,1,0.089,62.1,0,0.571,0
530,23,1,0,4,3,8,7,134.92,33.69,59.72,4,1,0.069,59.2,0,0.146,0
94,33,1,0,2,2,9,4,223.14,40.33,41.86,5,1,0.192,43.7,0,0.116,0
611,18,1,0,1,5,3,4,327.04,123.12,62.68,4,2,0.101,107.8,0,0.2,0
92,35,0,0,2,1,4,6,98.59,83.63,21.05,3,1,0.04,24.5,0,0.194,0
414,31,1,0,3,3,10,5,163.11,58.62,13.48,1,1,0.441,35.4,1,0.063,0
89,33,0,0,1,3,14,3,389.38,268.61,30.3,2,2,0.128,30.0,0,0.188,0
83,21,1,0,2,2,10,0,209.97,45.22,4.47,2,3,0.054,37.8,0,0.194,0
300,46,1,0,2,1,12,3,31.43,17.91,32.58,1,2,0.068,73.3,0,0.132,0
136,45,1,0,3,1,9,5,375.67,68.15,24.48,3,1,0.207,53.7,0,0.304,0
12,58,1,0,1,1,6,9,48.83,4.36,46.25,2,1,0.034,37.7,0,0.232,0
652,58,0,0,2,2,6,2,229.93,61.42,40.15,4,1,0.107,32.8,0,0.191,0
1885,40,1,0,3,2,2,3,145.82,67.21,30.67,4,1,0.179,75.4,0,0.239,0
504,50,1,0,3,1,11,2,1152.98,564.73,9.52,1,2,0.367,64.0,0,0.263,0
1082,41,1,0,1,3,7,3,286.02,34.29,21.76,5,1,0.048,38.8,0,0.549,0
554,33,1,0,1,4,2,5,324.15,128.66,6.39,2,1,0.289,24.3,0,0.47,0
1946,35,1,0,1,2,12,6,114.76,70.61,14.01,1,1,0.261,15.0,0,0.498,0
230,46,1,0,4,4,13,2,426.66,145.3,21.26,1,2,0.063,74.1,0,0.127,0
309,85,1,0,3,3,14,3,2887.79,676.7,12.95,2,2,0.24,91.5,0,0.481,0
189,52,1,0,1,1,6,1,187.88,72.04,83.44,5,1,0.037,43.1,0,0.135,0
1396,41,1,0,3,2,8,5,1793.93,382.43,10.6,3,1,0.205,69.2,0,0.079,0
281,44,0,0,2,2,2,3,773.53,64.95,8.56,1,1,0.048,7.5,0,0.257,0
912,44,1,0,3,2,5,3,294.73,128.09,43.49,1,1,0.135,57.0,0,0.327,0
47,37,1,0,1,1,8,3,82.85,43.41,24.78,1,2,0.272,96.1,0,0.166,0
126,47,1,0,2,2,6,4,226.93,45.86,11.99,2,2,0.186,32.9,0,0.139,0
355,36,1,0,3,1,7,2,741.5,101.55,36.04,3,1,0.14,55.8,0,0.295,0
176,26,1,0,3,3,6,7,92.38,49.83,43.52,3,1,0.05,76.5,0,0.481,0
131,44,1,0,2,1,7,3,852.0,151.87,27.7,3,1,0.252,53.2,0,0.114,0
196,45,1,0,1,3,7,3,301.4,77.1,15.43,3,3,0.155,44.1,0,0.22,0
94,36,0,0,2,1,9,2,3970.8,1032.52,34.34,4,1,0.058,95.1,0,0.241,0
757,42,1,0,3,2,9,3,539.89,441.02,19.45,4,1,0.058,19.6,0,0.332,0
151,50,1,0,1,1,4,3,1312.96,238.64,20.1,3,1,0.12,111.6,0,0.17,0
410,37,1,0,5,1,4,4,931.88,102.59,27.1,3,2,0.1,83.7,0,0.678,0
65,33,1,0,1,1,13,5,116.58,28.22,6.78,2,2,0.062,11.1,1,0.285,0
703,29,1,0,1,1,7,3,131.16,24.76,5.76,3,2,0.15,20.8,0,0.419,0
135,35,1,0,2,1,8,5,431.29,66.34,24.65,2,1,0.06,54.6,0,0.06,0
199,56,1,0,1,1,7,2,395.36,130.67,13.52,1,1,0.017,3.6,0,0.141,0
699,36,0,0,1,2,14,2,229.39,99.54,14.65,3,1,0.172,19.0,0,0.16,0
109,42,1,0,1,2,7,3,1009.53,331.81,72.65,3,2,0.053,18.1,0,0.325,0
732,34,1,0,4,4,9,5,980.81,211.76,14.56,2,2,0.234,27.3,0,0.384,0
130,33,1,0,2,1,11,2,271.23,154.77,11.01,1,1,0.015,41.3,0,0.269,0
173,27,1,1,2,1,11,2,1556.85,762.88,22.77,2,2,0.336,31.7,0,0.255,0
904,39,0,0,2,1,14,4,236.24,99.79,17.67,4,1,0.229,25.6,0,0.097,0
55,32,1,0,3,2,12,2,142.71,43.23,27.3,1,2,0.04,79.7,0,0.57,0
186,53,0,0,2,1,4,4,40.1,2.64,27.4,4,1,0.042,41.5,0,0.41,0
172,37,1,0,3,2,4,1,215.52,41.01,21.64,2,1,0.376,35.5,1,0.346,0
412,37,1,0,1,3,8,3,75.84,11.4,24.22,3,1,0.255,42.0,0,0.358,0
319,36,1,0,3,2,6,3,668.88,168.48,8.86,2,1,0.004,39.5,0,0.285,0
323,42,1,0,1,3,7,3,779.69,280.02,37.66,2,2,0.223,20.4,1,0.27,0
380,56,1,0,1,2,11,6,191.4,53.18,18.73,3,1,0.393,30.0,0,0.25,0
482,26,1,1,3,2,6,2,22.97,14.26,11.53,1,1,0.093,34.3,0,0.254,0
1429,41,1,0,3,2,12,8,105.77,43.42,12.55,1,1,0.024,31.3,0,0.067,0
624,19,1,0,1,3,7,3,142.85,51.73,26.58,1,2,0.284,39.2,1,0.196,0
149,53,1,0,1,5,6,5,93.85,45.73,39.92,2,1,0.253,73.3,0,0.31,0
90,37,1,0,3,4,9,4,174.21,44.5,41.9,2,2,0.052,42.3,0,0.08,0
243,20,1,0,3,1,5,8,217.68,65.29,83.07,1,1,0.275,70.6,0,0.434,0
405,23,1,0,2,2,9,4,703.76,411.32,6.03,2,1,0.178,33.6,0,0.435,0
497,48,1,0,5,3,6,4,93.82,12.15,10.38,2,1,0.044,46.6,0,0.117,0
269,18,1,0,2,1,9,4,351.76,85.85,57.16,1,1,0.072,18.7,0,0.198,0
290,41,1,0,2,1,10,3,589.15,176.32,25.3,2,1,0.019,142.4,0,0.291,0
200,33,1,1,1,2,9,3,91.18,14.65,19.4,2,1,0.222,86.6,0,0.426,0
181,36,1,0,1,1,3,6,79.58,25.17,15.63,5,1,0.413,34.4,0,0.315,0
418,30,1,0,2,2,7,3,416.8,45.18,16.54,2,2,0.031,42.8,0,0.557,0
206,27,1,0,1,1,13,6,385.4,187.8,14.21,1,1,0.105,15.5,0,0.079,0
285,32,0,0,3,1,8,7,454.87,75.69,26.72,1,1,0.036,32.5,0,0.248,0
787,45,1,0,1,1,7,5,1200.78,342.19,36.06,2,1,0.142,34.2,0,0.02,0
1269,34,1,0,1,3,6,2,105.51,50.64,4.74,3,1,0.205,89.9,0,0.186,0
7,43,1,0,2,2,9,5,101.43,55.82,16.04,1,1,0.287,58.7,0,0.236,0
326,35,1,0,2,2,6,5,604.43,186.27,13.61,2,1,0.101,29.1,0,0.173,0
132,45,1,0,1,3,4,1,86.93,43.1,9.12,3,2,0.021,28.0,0,0.459,0
471,43,1,0,1,6,10,1,29.59,1.44,51.64,1,1,0.545,17.5,0,0.178,0
27,32,1,0,1,2,7,7,677.29,277.28,12.4,4,2,0.091,34.5,0,0.62,0
333,27,1,0,2,2,10,4,82.15,45.91,10.05,1,3,0.146,27.2,0,0.114,0
82,49,1,1,3,4,7,7,120.4,8.28,5.71,2,2,0.237,53.1,0,0.354,0
321,28,1,0,3,3,13,5,522.73,252.21,76.28,2,2,0.08,43.1,0,0.547,0
24,44,1,0,2,2,5,3,203.87,50.07,42.93,2,1,0.068,51.8,0,0.299,0
220,38,1,0,3,1,7,5,290.58,75.05,9.82,3,1,0.052,50.6,0,0.176,0
19,32,1,0,2,2,10,4,29.61,8.38,40.6,3,1,0.209,52.6,0,0.053,0
267,43,1,0,3,1,5,4,236.53,66.98,19.62,1,1,0.497,77.7,1,0.439,0
994,54,1,0,2,2,10,6,242.49,115.9,17.52,5,1,0.266,39.1,0,0.595,0
98,46,1,0,2,2,9,4,400.11,46.04,58.69,2,1,0.052,35.5,0,0.068,0
115,40,1,0,4,3,8,5,769.93,250.91,7.13,2,1,0.072,30.4,0,0.367,0
456,57,1,0,1,2,9,4,224.82,64.17,34.45,2,2,0.079,32.5,0,0.407,0
940,18,1,0,3,1,12,5,156.24,127.58,5.58,1,2,0.225,18.0,0,0.024,0
461,25,0,0,1,2,7,6,222.52,30.99,52.21,2,2,0.095,48.4,0,0.152,0
607,32,1,0,3,1,6,5,419.97,189.73,31.74,1,2,0.039,73.2,0,0.11,0
22,55,1,0,2,2,10,6,181.33,120.46,30.06,1,1,0.045,29.6,0,0.106,0
186,49,1,0,3,1,13,6,268.48,123.56,9.79,2,1,0.134,16.4,0,0.147,0
127,18,1,0,1,1,11,1,74.08,30.14,19.07,3,2,0.119,21.8,0,0.177,0
12,33,1,0,3,1,11,2,183.69,106.57,25.05,4,1,0.158,47.0,0,0.033,1
582,22,1,0,2,2,10,6,216.73,119.35,18.54,3,1,0.183,61.2,0,0.242,0
543,38,1,1,3,2,9,3,1275.95,309.65,20.79,3,1,0.073,59.4,0,0.333,0
24,49,1,0,1,3,8,3,284.22,207.53,8.85,2,1,0.121,63.9,0,0.021,0
1095,50,1,0,1,3,13,4,56.65,8.49,39.99,1,1,0.289,55.0,0,0.178,0
144,41,1,0,2,2,7,4,1142.42,234.33,27.85,5,1,0.254,41.6,0,0.143,0
451,33,1,0,2,1,7,6,565.53,257.27,21.97,3,1,0.025,27.7,0,0.252,0
335,37,1,0,1,1,6,2,834.11,251.19,36.39,1,1,0.131,98.3,0,0.146,0
485,46,1,0,3,3,9,2,671.79,337.24,20.76,2,1,0.115,38.2,0,0.309,0
35,66,1,0,1,1,8,6,604.54,238.76,41.89,2,1,0.33,12.1,0,0.232,0
349,24,1,0,2,1,12,3,148.43,65.18,10.58,4,1,0.1,44.3,0,0.382,0
162,57,1,0,3,1,5,4,166.45,75.56,28.58,3,1,0.376,88.3,0,0.115,0
30,41,1,0,1,1,9,8,692.6,419.03,18.51,1,1,0.141,63.3,1,0.339,0
63,48,1,0,4,1,9,2,308.07,31.47,56.24,3,2,0.013,51.3,0,0.045,0
275,40,0,0,2,2,10,3,190.42,104.51,35.29,2,1,0.008,42.5,1,0.17,0
227,55,1,0,4,1,5,1,18.94,5.98,35.76,1,1,0.047,45.1,0,0.08,0
251,42,1,0,1,3,10,8,237.55,42.24,9.6,1,1,0.137,53.0,0,0.12,0
141,30,1,0,3,5,7,3,473.2,231.29,30.33,3,1,0.396,63.7,0,0.06,0
392,43,1,0,3,2,6,3,195.44,81.28,28.67,3,2,0.073,89.3,0,0.238,0
29,52,1,0,1,1,7,3,449.11,340.89,9.67,2,1,0.39,49.3,0,0.256,0
117,38,1,0,1,1,8,6,159.26,42.98,6.77,1,1,0.134,8.5,0,0.048,0
404,18,1,1,2,2,8,3,377.87,282.71,8.5,2,2,0.047,44.5,0,0.348,0
1088,37,1,0,1,1,11,5,33.86,23.93,30.98,3,1,0.189,99.8,0,0.155,0
223,39,1,0,4,2,7,4,96.64,29.4,37.67,1,1,0.325,52.8,0,0.238,0
209,37,1,0,2,4,14,5,171.45,80.73,47.71,2,1,0.077,37.4,0,0.202,0
80,32,0,0,1,2,13,2,199.65,33.21,16.72,2,1,0.112,99.6,0,0.439,0
725,54,1,0,1,3,4,5,225.85,128.88,9.72,3,1,0.349,43.0,0,0.196,0
263,18,1,0,2,4,6,6,503.88,227.38,14.97,1,1,0.378,42.3,0,0.245,0
383,39,1,0,2,3,6,5,549.05,275.6,70.26,4,4,0.145,47.3,0,0.166,1
89,39,1,0,2,1,6,1,36.48,12.07,18.46,1,1,0.087,65.7,0,0.559,0
259,63,1,0,1,2,10,7,538.19,159.15,53.04,3,1,0.089,52.0,0,0.165,0
116,38,1,0,1,2,10,5,255.45,82.98,16.37,1,1,0.282,13.1,0,0.363,0
738,43,1,0,4,2,10,9,1070.17,389.4,10.0,2,1,0.233,80.6,0,0.297,0
222,40,1,0,1,3,6,3,546.81,253.64,21.56,2,1,0.109,30.7,1,0.31,0
414,39,1,0,3,1,9,8,576.24,276.57,32.45,3,3,0.143,15.8,0,0.615,0
534,59,1,0,1,2,7,4,409.72,132.95,19.01,3,2,0.062,23.4,0,0.216,0
1,25,1,0,4,2,7,1,210.01,72.18,18.65,3,1,0.256,32.9,0,0.296,0
188,30,1,0,2,1,12,3,154.28,31.47,42.43,3,1,0.098,18.2,0,0.221,0
218,47,1,0,1,2,6,5,493.59,89.12,19.34,4,1,0.042,44.6,0,0.123,0
406,41,1,0,2,2,7,7,157.85,78.92,25.73,1,1,0.182,45.3,0,0.514,0
